id;desc;_2020;_2021;_2022;_2023;_2024;_2025
6651000;Einzahlungen von Gewinnanteilen aus verbundenen Unternehmen und Beteiligungen;41111.070000;277400.000000;0.000000;0.000000;0.000000;0.000000
6651100;Einz GewAnt a.vU& Bet. GWW;0.000000;0.000000;250000.000000;250000.000000;250000.000000;250000.000000
6651200;Einz GewAnt a.vU& Bet. KOWISA;0.000000;0.000000;27400.000000;27400.000000;27400.000000;27400.000000
